100
True
0
number of parameters: 0.10M
num decayed parameter tensors: 35, with 101,696 parameters
num non-decayed parameter tensors: 22, with 581 parameters
using fused AdamW: True
Epoch [1], Train Loss: 0.1295, Val Loss: 0.1130, LR: 0.000000
Epoch [2], Train Loss: 0.1036, Val Loss: 0.1270, LR: 0.000000
Epoch [3], Train Loss: 0.1918, Val Loss: 0.0459, LR: 0.000000
Epoch [4], Train Loss: 0.0909, Val Loss: 0.1132, LR: 0.000000
Epoch [5], Train Loss: 0.1036, Val Loss: 0.1614, LR: 0.000000
Epoch [6], Train Loss: 0.1509, Val Loss: 0.1048, LR: 0.000000
Epoch [7], Train Loss: 0.0491, Val Loss: 0.1374, LR: 0.000000
Epoch [8], Train Loss: 0.1622, Val Loss: 0.1001, LR: 0.000000
Epoch [9], Train Loss: 0.0956, Val Loss: 0.1258, LR: 0.000000
Epoch [10], Train Loss: 0.1739, Val Loss: 0.4267, LR: 0.000000
Epoch [11], Train Loss: 0.1072, Val Loss: 0.1453, LR: 0.000000
Epoch [12], Train Loss: 0.0398, Val Loss: 0.1666, LR: 0.000000
Epoch [13], Train Loss: 0.0774, Val Loss: 0.0741, LR: 0.000000
Epoch [14], Train Loss: 0.0991, Val Loss: 0.0910, LR: 0.000000
Epoch [15], Train Loss: 0.1893, Val Loss: 0.1315, LR: 0.000000
Epoch [16], Train Loss: 0.1780, Val Loss: 0.1485, LR: 0.000000
Epoch [17], Train Loss: 0.1929, Val Loss: 0.1149, LR: 0.000000
Epoch [18], Train Loss: 0.1719, Val Loss: 0.2205, LR: 0.000000
Epoch [19], Train Loss: 0.1117, Val Loss: 0.0805, LR: 0.000000
Epoch [20], Train Loss: 0.0554, Val Loss: 0.1490, LR: 0.000000
Epoch [21], Train Loss: 0.1111, Val Loss: 0.0667, LR: 0.000000
Epoch [22], Train Loss: 0.1381, Val Loss: 0.1443, LR: 0.000000
Epoch [23], Train Loss: 0.0390, Val Loss: 0.1031, LR: 0.000000
Epoch [24], Train Loss: 0.1888, Val Loss: 0.1139, LR: 0.000000
Epoch [25], Train Loss: 0.0583, Val Loss: 0.0899, LR: 0.000000
Epoch [26], Train Loss: 0.1214, Val Loss: 0.1891, LR: 0.000001
Epoch [27], Train Loss: 0.0522, Val Loss: 0.0788, LR: 0.000001
Epoch [28], Train Loss: 0.1151, Val Loss: 0.1151, LR: 0.000001
Epoch [29], Train Loss: 0.0677, Val Loss: 0.1405, LR: 0.000001
Epoch [30], Train Loss: 0.0576, Val Loss: 0.1923, LR: 0.000001
Epoch [31], Train Loss: 0.0960, Val Loss: 0.1679, LR: 0.000001
Epoch [32], Train Loss: 0.1183, Val Loss: 0.1331, LR: 0.000001
Epoch [33], Train Loss: 0.0500, Val Loss: 0.2094, LR: 0.000001
Epoch [34], Train Loss: 0.2099, Val Loss: 0.0929, LR: 0.000001
Epoch [35], Train Loss: 0.2973, Val Loss: 0.1044, LR: 0.000001
Epoch [36], Train Loss: 0.0940, Val Loss: 0.2198, LR: 0.000001
Epoch [37], Train Loss: 0.1070, Val Loss: 0.0647, LR: 0.000001
Epoch [38], Train Loss: 0.0786, Val Loss: 0.2142, LR: 0.000001
Epoch [39], Train Loss: 0.1002, Val Loss: 0.1419, LR: 0.000001
Epoch [40], Train Loss: 0.1139, Val Loss: 0.0863, LR: 0.000001
Epoch [41], Train Loss: 0.0950, Val Loss: 0.0501, LR: 0.000001
Epoch [42], Train Loss: 0.1718, Val Loss: 0.0510, LR: 0.000001
Epoch [43], Train Loss: 0.0871, Val Loss: 0.0834, LR: 0.000001
Epoch [44], Train Loss: 0.0648, Val Loss: 0.0437, LR: 0.000001
Epoch [45], Train Loss: 0.1179, Val Loss: 0.1370, LR: 0.000001
Epoch [46], Train Loss: 0.0828, Val Loss: 0.1198, LR: 0.000001
Epoch [47], Train Loss: 0.0597, Val Loss: 0.1089, LR: 0.000001
Epoch [48], Train Loss: 0.0927, Val Loss: 0.0521, LR: 0.000001
Epoch [49], Train Loss: 0.0617, Val Loss: 0.1072, LR: 0.000001
Epoch [50], Train Loss: 0.0572, Val Loss: 0.2048, LR: 0.000001
Epoch [51], Train Loss: 0.0698, Val Loss: 0.1227, LR: 0.000001
